sentence_id	sentence	label_id	definition
12133	Smelling the fresh dust <head>in</head> the air he realised that the load of grain in the hopper had only recently been discharged into the stall .	213	indicating a LOCATION that surrounds (or can be viewed as surrounding) something else (e.g., the cow in the meadow)
12134	Libby smelt sickness <head>in</head> the brown canvas walls .	213	indicating a LOCATION that surrounds (or can be viewed as surrounding) something else (e.g., the cow in the meadow)
12135	Other countries will smell British self-interest <head>in</head> these directives , and not just because Sir Leon Brittan is the commissioner who dreamed them up .	213	indicating a LOCATION that surrounds (or can be viewed as surrounding) something else (e.g., the cow in the meadow)
12136	He is a navy-brat , son of a captain <head>in</head> the surface fleet .	213	indicating a LOCATION that surrounds (or can be viewed as surrounding) something else (e.g., the cow in the meadow)
12137	A friend of mine , when he was a little boy , was travelling in a train with his father who was a captain <head>in</head> the navy .	213	indicating a LOCATION that surrounds (or can be viewed as surrounding) something else (e.g., the cow in the meadow)
12138	Fraser was Sheriff of Kincardine , and with Keith from Dunottar , marching south , had heard that Balliol had left Perth , appointing the Earl of Fife to command there <head>in</head> his absence .	215	indicating a state/condition/form, often a mental/emotional one that is being experienced (it may in addition be the trigger of some response) (e.g., wriggled in agony)
12139	The latest and perhaps the final pronouncement on the so-called Walhein direction was made by Lord Lane C.J . presiding <head>in</head> a court of five judges in Reg. v. Watson [ 1988 ] Q.B. 690 .	213	indicating a LOCATION that surrounds (or can be viewed as surrounding) something else (e.g., the cow in the meadow)
12140	The gold letters M O R S encircle the globe , and ultimate judgement is depicted in the heavens above where angels blow the last trumpet and Christ reigns <head>in</head> glory .	215	indicating a state/condition/form, often a mental/emotional one that is being experienced (it may in addition be the trigger of some response) (e.g., wriggled in agony)
12141	He 's set to reign <head>in</head> Spain	213	indicating a LOCATION that surrounds (or can be viewed as surrounding) something else (e.g., the cow in the meadow)
12142	The emperor Jahangir , who ruled <head>in</head> the fifteenth century , was said to have 12,000 war elephants in his personal army and over 40,000 in his entire kingdom .	217	indicating a TIME_PERIOD during which something happens or continues (e.g., in the morning)
12143	The people are brave , resilient , humorous , friendly <head>in</head> the face of great change and adversity .	215	indicating a state/condition/form, often a mental/emotional one that is being experienced (it may in addition be the trigger of some response) (e.g., wriggled in agony)
12144	The hon. and learned Gentleman is friendly <head>in</head> his remarks .	225	indicating the aspect with respect to which a change occurs (e.g., change in its color)
12145	He was then still slightly shy <head>in</head> company , though sharp and confident in other areas and among his equals , like the pool halls where he would hustle for a few dollars .	215	indicating a state/condition/form, often a mental/emotional one that is being experienced (it may in addition be the trigger of some response) (e.g., wriggled in agony)
12146	Maybe it is they who are being too timid <head>in</head> their ideas and proposals .	225	indicating the aspect with respect to which a change occurs (e.g., change in its color)
12147	Within the core enterprises and countries control will become less authoritarian <head>in</head> the workplace as new forms of market discipline substitute for the external surveillance of supervision , changes fostered by extensive deregulation .	212	indicating a LOCATION that surrounds (or can be viewed as surrounding) something else (e.g., the cow in the meadow)
12148	Many of these schools are more liberal <head>in</head> tone and educational curriculum , and have higher academic standards and a better environment than township schools .	225	indicating the aspect with respect to which a change occurs (e.g., change in its color)
12149	The hideous Hollywood hack Hedda Hopper was uncharacteristically liberal <head>in</head> her views .	225	indicating the aspect with respect to which a change occurs (e.g., change in its color)
12150	We listened to the soundtrack through the back wall of the cinema , separated from each other by plates filmed <head>in</head> olive oil with pools of tomato juice , and half finished wine .	212	indicating a LOCATION that surrounds (or can be viewed as surrounding) something else (e.g., the cow in the meadow)
12151	Real economic growth rates can be used to assess the expansion <head>in</head> a country 's output of goods and services .	225	indicating the aspect with respect to which a change occurs (e.g., change in its color)
12152	Kielder Water , the largest man-made reservoir <head>in</head> Europe , surrounded by the largest man-made forest in Europe , was opened by HM The Queen in June 1982 , and has been developed into a major water-sports centre .	212	indicating a LOCATION that surrounds (or can be viewed as surrounding) something else (e.g., the cow in the meadow)
12153	C. The photograph shows two of the storage reservoirs <head>in</head> the Pennines .	212	indicating a LOCATION that surrounds (or can be viewed as surrounding) something else (e.g., the cow in the meadow)
12154	Alexandra looked uncomprehending and moved to put her spoon <head>in</head> her soup .	212	indicating a LOCATION that surrounds (or can be viewed as surrounding) something else (e.g., the cow in the meadow)
12155	They do n't come cheap <head>in</head> a place like this .	212	indicating a LOCATION that surrounds (or can be viewed as surrounding) something else (e.g., the cow in the meadow)
12156	The ovaries are the female equivalent of the male testes but are rather more economical <head>in</head> their production of seed , each releasing one egg every other month .	225	indicating the aspect with respect to which a change occurs (e.g., change in its color)
12157	"Thus a lady will smoke , talk slang , or be extravagant <head>in</head> dress ; and will declare her intention of doing as she likes "" ."	225	indicating the aspect with respect to which a change occurs (e.g., change in its color)
